study	Last modified	version	file	link	comment
phs000007	2020-12-22	32	phs000007.v32.pht000309.v15.p13.vr_soe_2019_a_1217s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000309.v15.p13.vr_soe_2019_a_1217s.var_report.xml	Sequence of Events (SOE) Cardiovascular Endpoints (Includes Death), Original, Offspring, Generation 3, New Offspring Spouse, Omni 1, and Omni 2, events reviewed through 12/2019. There is a more detailed coding manual at the bottom of the SOE protocol for this dataset. Each event is a separate record in this file. If a unique study participant has two or more events with the same date value, the order of events in the dataset does not necessarily reflect the natural order of events. This dataset is generated annually. Included are events reviewed on or before 12/2019. Events reviewed after 12/2019 will appear in the next annual update. Events can take up to two years to be reviewed after they become known. This file does not represent follow up through 12/2019. The corresponding survival file contains follow up information and lags one year behind.
phs000007	2020-12-22	32	phs000007.v32.pht000313.v8.p13.urine3_1s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000313.v8.p13.urine3_1s.var_report.xml	Urinary Creatinine and Urine Albumin, Generation 3 Cohort Exam 1
phs000007	2020-12-22	32	phs000007.v32.pht000299.v12.p13.ecg_alls.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000299.v12.p13.ecg_alls.var_report.xml	Digital ECG, Original Cohort Exam 11, Offspring Cohort Exam 1, Generation 3 Cohort Exam 1. Cycle is defined as the time from heart beat to the next. Different cardiac cycles were used to obtain different measurements of the same intervals for some variables.
phs000007	2020-12-22	32	phs000007.v32.pht000366.v7.p13.renin1_6s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000366.v7.p13.renin1_6s.var_report.xml	Renin, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000304.v8.p13.lppla2a3_1s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000304.v8.p13.lppla2a3_1s.var_report.xml	Inflammatory Markers - Lp-PLA2 Activity, Generation 3 Cohort Exam 1
phs000007	2020-12-22	32	phs000007.v32.pht000387.v4.p13.liverct1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000387.v4.p13.liverct1_7s.var_report.xml	Hepatic Steatosis by Computed Tomography, Offspring Cohort 2002 - 2005
phs000007	2020-12-22	32	phs000007.v32.pht000389.v12.p13.vr_cvdproc_2019_a_1218s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000389.v12.p13.vr_cvdproc_2019_a_1218s.var_report.xml	Cardiovascular Procedures - Validated by Medical Records, Original, Offspring, Generation 3, New Offspring Spouse, Omni 1, and Omni 2, cases reviewed through 2019. The CVD procedures data set consists of an extraction of procedure date and procedure number from several CVD procedures data collection sheets. The original CVD procedures sheets are completed at the time of cardiovascular endpoints review. Medical records are obtained on each procedure. Each procedure is coded by the endpoint review committee using medical records.
phs000007	2020-12-22	32	phs000007.v32.pht000390.v2.p13.eye0_1975s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000390.v2.p13.eye0_1975s.var_report.xml	Eye Examination, Original Cohort 1973 - 1975
phs000007	2020-12-22	32	phs000007.v32.pht000391.v2.p13.eye0_1989s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000391.v2.p13.eye0_1989s.var_report.xml	Eye Examination, Original Cohort 1986 - 1989
phs000007	2020-12-22	32	phs000007.v32.pht000392.v7.p13.eye1_1991s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000392.v7.p13.eye1_1991s.var_report.xml	Eye Examination, Offspring Cohort 1989 - 1991
phs000007	2020-12-22	32	phs000007.v32.pht000393.v8.p13.natpep1_6s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000393.v8.p13.natpep1_6s.var_report.xml	Natriuretic Peptides, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000394.v9.p13.wktest1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000394.v9.p13.wktest1_7s.var_report.xml	Walk Test, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000395.v9.p13.sleep1_1998s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000395.v9.p13.sleep1_1998s.var_report.xml	Sleep Heart Health Study Baseline, Offspring Cohort 1995 - 1998
phs000007	2020-12-22	32	phs000007.v32.pht000396.v4.p13.sleep1_1999s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000396.v4.p13.sleep1_1999s.var_report.xml	Sleep Heart Health Study 1st Follow Up, Offspring Cohort 1998 - 1999
phs000007	2020-12-22	32	phs000007.v32.pht000388.v7.p13.liverct3_1s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000388.v7.p13.liverct3_1s.var_report.xml	Hepatic Steatosis by Computed Tomography, Generation 3 Cohort 2002 - 2005
phs000007	2020-12-22	32	phs000007.v32.pht000085.v8.p13.fib1_6s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000085.v8.p13.fib1_6s.var_report.xml	Fibrinogen, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000303.v8.p13.icam3_1s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000303.v8.p13.icam3_1s.var_report.xml	Intercellular Adhesion Molecule 1, Generation 3 Cohort Exam 1
phs000007	2020-12-22	32	phs000007.v32.pht000301.v9.p13.echo1_5s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000301.v9.p13.echo1_5s.var_report.xml	Echocardiography, Offspring Cohort Exam 5
phs000007	2020-12-22	32	phs000007.v32.pht000087.v8.p13.fibrin1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000087.v8.p13.fibrin1_7s.var_report.xml	Fibrinogen, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000088.v7.p13.hear1_6s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000088.v7.p13.hear1_6s.var_report.xml	Hearing Test 1, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000089.v7.p13.hearo1_6s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000089.v7.p13.hearo1_6s.var_report.xml	Hearing Test Questionnaire, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000090.v2.p13.hearq0_22s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000090.v2.p13.hearq0_22s.var_report.xml	Hearing Questionnaire, Original Cohort Exam 22
phs000007	2020-12-22	32	phs000007.v32.pht002897.v6.p13.l_psel_2008_m_0466s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht002897.v6.p13.l_psel_2008_m_0466s.var_report.xml	P-selectin Lab Data, Offspring Exam 8 and Omni 1 Exam 3
phs000007	2020-12-22	32	phs000007.v32.pht000093.v8.p13.icam1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000093.v8.p13.icam1_7s.var_report.xml	Intercellular Adhesion Molecule 1, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000094.v3.p13.icd0_19s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000094.v3.p13.icd0_19s.var_report.xml	ICD Codes for Death Certificates, Original Cohort Exams 2 - 19
phs000007	2020-12-22	32	phs000007.v32.pht000095.v8.p13.lppla2m1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000095.v8.p13.lppla2m1_7s.var_report.xml	Inflammatory Markers - Lp-PLA2 Mass, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000302.v2.p13.homocys0_16s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000302.v2.p13.homocys0_16s.var_report.xml	Homocysteine, Original Cohort Exam 16
phs000007	2020-12-22	32	phs000007.v32.pht000096.v8.p13.opg1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000096.v8.p13.opg1_7s.var_report.xml	Osteoprotegerin, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000098.v8.p13.act1_5s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000098.v8.p13.act1_5s.var_report.xml	Physical Activity Questionnaire, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000099.v8.p13.act1_6s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000099.v8.p13.act1_6s.var_report.xml	Physical Activity Questionnaire, Offspring Cohort Exam 6
phs000007	2020-12-22	32	phs000007.v32.pht000100.v8.p13.psych1_3s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000100.v8.p13.psych1_3s.var_report.xml	Psychosocial Study, Offspring Cohort Exam 3
phs000007	2020-12-22	32	phs000007.v32.pht000165.v7.p13.mcp11_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000165.v7.p13.mcp11_7s.var_report.xml	Monocyte Chemoattractant Protein 1, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000603.v2.p13.knoa0_18s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000603.v2.p13.knoa0_18s.var_report.xml	Knee Osteoarthritis X-ray, Original Cohort Exam 18
phs000007	2020-12-22	32	phs000007.v32.pht000167.v8.p13.mpo1_7s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000167.v8.p13.mpo1_7s.var_report.xml	Myeloperoxidase, Offspring Cohort Exam 7
phs000007	2020-12-22	32	phs000007.v32.pht000169.v7.p13.t_bmd_ex07_1_0104s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000169.v7.p13.t_bmd_ex07_1_0104s.var_report.xml	Bone Mineral Density, Offspring Cohort Exams 6 and 7. Bone mineral density measurements were collected for the femur neck and trochanter and spine L2 to L4. Heel ultrasound measurements were also collected.
phs000007	2020-12-22	32	phs000007.v32.pht000300.v9.p13.echo1_4s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000300.v9.p13.echo1_4s.var_report.xml	Echocardiography, Offspring Cohort Exam 4
phs000007	2020-12-22	32	phs000007.v32.pht000097.v3.p13.dis0_18s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht000097.v3.p13.dis0_18s.var_report.xml	Perceived Disability Study, Original Cohort Exam 18
phs000007	2020-12-22	32	phs000007.v32.pht010724.v1.p13.e_exam_ex03_3b_1069s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht010724.v1.p13.e_exam_ex03_3b_1069s.var_report.xml	Exam: Interview, Measurements, ECG, Generation 3 Exam 3, New Offspring Spouse Exam 3 and Omni 2 Exam 3. Menopause, cancer, CVD events (sequence of events, SOE), atrial fibrillation, fractures, medications and cardiovascular procedures are further adjudicated, reviewed or validated (through medical records and expert panel review).
phs000007	2020-12-22	32	phs000007.v32.pht010726.v1.p13.l_fhslab_ex03_3b_1170s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht010726.v1.p13.l_fhslab_ex03_3b_1170s.var_report.xml	Exam Lab Assays Processed by the Framingham Heart Study Laboratory, Generation 3 Exam 3, New Offspring Spouse Exam 3, and Omni 2 Exam 3. Included in this dataset are measurements from serum, edta plasma, andwhole blood.
phs000007	2020-12-22	32	phs000007.v32.pht010756.v1.p13.vr_meds_ex32_0_0880s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht010756.v1.p13.vr_meds_ex32_0_0880s.var_report.xml	Medications Reported at Clinic Exam (ATC coded), Original Exam 32
phs000007	2020-12-22	32	phs000007.v32.pht005154.v3.p13.t_ctabrac_2011_m_0670s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005154.v3.p13.t_ctabrac_2011_m_0670s.var_report.xml	CT - Renal Artery Calcium Scores, Offspring, Generation 3, Omni 1, and Omni 2, 9/2008 - 3/2011
phs000007	2020-12-22	32	phs000007.v32.pht005153.v3.p13.t_ctabfat_2011_m_0669s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005153.v3.p13.t_ctabfat_2011_m_0669s.var_report.xml	CT - Abdominal Fat (subcutaneous and visceral), Offspring, Generation 3, Omni 1, and Omni 2, 9/2008 - 3/2011
phs000007	2020-12-22	32	phs000007.v32.pht005151.v1.p13.t_bmdhs_ex02_2_0992s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005151.v1.p13.t_bmdhs_ex02_2_0992s.var_report.xml	DXA Bone Mineral Density (BMD) of the Hip and Spine, New Offspring Spouse(NOS) Exam 2, 2008 - 2011. This is the baseline BMD measurement for the NOS Cohort. BMD was measured at the hip (cleaned regions of interest: femoral neck, trochanter, total hip) and spine (cleaned region of interest: L2-L4).
phs000007	2020-12-22	32	phs000007.v32.pht004815.v1.p13.e_exam_ex03_7_0426s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht004815.v1.p13.e_exam_ex03_7_0426s.var_report.xml	Omni 1 Clinic Exam 3: Interview, Physical Exam, ECG
phs000007	2020-12-22	32	phs000007.v32.pht005150.v3.p13.t_aabp_ex09_1b_0948s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005150.v3.p13.t_aabp_ex09_1b_0948s.var_report.xml	Ankle Arm Blood Pressure, Offspring Exam 9 and Omni 1 Exam 4. Participants underwent ankle-brachial blood pressure measurements. Right and left arm systolic blood pressure and right and left posterior tibial systolic blood pressure was recorded in the following order right arm, right ankle, left ankle, left arm. A repeat sequence of measurements was obtained in reverse order: left arm, left ankle, right ankle, right arm. If the posterior tibial pulse could not be located the measurement was obtained from the dorsalis pedis artery.
phs000007	2020-12-22	32	phs000007.v32.pht005149.v4.p13.t_aabp_2011_m_0714s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005149.v4.p13.t_aabp_2011_m_0714s.var_report.xml	Ankle Brachial Blood Pressure Measurements, Generation 3, New Offspring Spouse, and Omni 2, Exam 2. Participants underwent ankle-brachial blood pressure measurements. Right and left arm systolic blood pressure and right and left posterior tibial systolic blood pressure was recorded in the following order right arm, right ankle, left ankle, left arm. A repeat sequence of measurements was obtained in reverse order: left arm, left ankle, right ankle, right arm. If the posterior tibial pulse could not be located the measurement was obtained from the dorsalis pedis artery.
phs000007	2020-12-22	32	phs000007.v32.pht005148.v3.p13.l_rnaxcell_ex08_1_0840s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005148.v3.p13.l_rnaxcell_ex08_1_0840s.var_report.xml	Extra Cellular RNA, Offspring Exam 8. High-throughput sequencing to identify known and as-yet undiscovered circulating exRNAs associated with CVD and preclinical CVD phenotypes, thereby developing a broad panel of plasma-derived exRNA biomarkers (including miRNA, piRNA, noncoding RNAs).
phs000007	2020-12-22	32	phs000007.v32.pht005147.v1.p13.l_rnapilot_ex08_1_0918s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005147.v1.p13.l_rnapilot_ex08_1_0918s.var_report.xml	Extra Cellular RNA: Plasma RNA Sequencing Results Pilot, Offspring Exam 8. The criteria for subject inclusion: 20 individuals with CVD, 20 individuals without CVD.
phs000007	2020-12-22	32	phs000007.v32.pht005155.v3.p13.t_ctemphy_2011_m_0954s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005155.v3.p13.t_ctemphy_2011_m_0954s.var_report.xml	Emphysema by CT (round 2 2008-2011), Offspring and Generation 3. Visual emphysema was assessed from CT lung image analyses. The emphysema subtypes were a priori defined as centrilobular (CLE), paraseptal (PSE), mixed (approximately equal amounts of CLE and PSE), panlobular (PLE) and apical cysts. Participants with emphysema were then classified as having trivial, mild, moderate, marked, and severe disease based upon the degree of parenchymal involvement.
phs000007	2020-12-22	32	phs000007.v32.pht005146.v4.p13.l_rbcfa_ex02_3b_0876s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005146.v4.p13.l_rbcfa_ex02_3b_0876s.var_report.xml	Lab Assay: Red Blood Cell Fatty Acid (blood), Generation 3 and Omni 2 Exam 2. Fatty acid composition was determined with gas chromatography. Results are calculated as the percentage of total fatty acids, compared to a standard mixture of fatty acids characteristic of RBCs.
phs000007	2020-12-22	32	phs000007.v32.pht005144.v4.p13.l_mtbnegam1_ex01_3_0956s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005144.v4.p13.l_mtbnegam1_ex01_3_0956s.var_report.xml	Negatively Charged Polar Metabolomics - Amide - Installment 1, Generation 3 Exam 1. High throughput metabolite profiling was performed on plasma specimens. The concentration of plasma metabolites was assessed using a liquid chromatography/tandem mass spectrometry (LC/MS/MS) platform with HILIC Amide chromatography. In the dataset, each metabolite value represents the plasma concentration of an analyte (in this case, metabolite) that was assayed. There are a total of 79 metabolites.
phs000007	2020-12-22	32	phs000007.v32.pht005143.v3.p13.l_fhslab_ex01_3b_0800s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005143.v3.p13.l_fhslab_ex01_3b_0800s.var_report.xml	Routine Blood Work processed by the Framingham Heart Study Laboratory, New Offspring Spouse Exam 1 and Omni 2 Exam 1. Participants with available biospecimens were included (serum, plasma).
phs000007	2020-12-22	32	phs000007.v32.pht005142.v1.p13.e_exam_ex30_0_0274s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005142.v1.p13.e_exam_ex30_0_0274s.var_report.xml	Clinic Exam Data: Interview, Physical Exam, ECG, Original Exam 30. Surviving original cohort participants were invited to participate in the 30h follow-up examination. Participants who declined a research clinic visit were offered a visit in their personal residence or nursing home. The examination included a physician-administered medical history interview (or for examinations that occurred outside the research clinic, a technician-administered interview), technician-administered questionnaires to assess cognitive and physical function, and clinical measurements (anthropometrics, ECG and physical performance measures).
phs000007	2020-12-22	32	phs000007.v32.pht005141.v1.p13.e_exam_ex29_0_0210s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005141.v1.p13.e_exam_ex29_0_0210s.var_report.xml	Clinic Exam: Interview, Physical Exam, ECG, Original Exam 29. Surviving original cohort participants were invited to participate in the 29th follow-up examination. Participants who declined a research clinic visit were offered a visit in their personal residence or nursing home. The examination included a physician-administered medical history interview (or for examinations that occurred outside the research clinic, a technician-administered interview), technician-administered questionnaires to assess cognitive and physical function, and clinical measurements (anthropometrics, ECG and physical performance measures).
phs000007	2020-12-22	32	phs000007.v32.pht005140.v3.p13.e_exam_ex09_1b_0844s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005140.v3.p13.e_exam_ex09_1b_0844s.var_report.xml	Clinic Exam: Interview, Physical Exam, ECG, Offspring Exam 9 and Omni 1 Exam 4. Surviving Offspring and Omni Group 1 participants were invited to attend clinic examination 9/4 respectively. Participants who declined a clinic examination were offered a visit in their personal residence or nursing home. The examination included a physician-administered medical history interview (or for examinations that occurred outside the research clinic, a technician-administered interview), technician-administered questionnaires to assess cognitive and physical function, and clinical measurements (anthropometric measurements, ECG and physical performance measures). In addition participants underwent ankle-brachial blood pressure testing and pulmonary function testing. Participants completed self-administered questionnaires that asked about diet, sleep and health.
phs000007	2020-12-22	32	phs000007.v32.pht003902.v5.p13.l_insulin_2011_m_0703s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht003902.v5.p13.l_insulin_2011_m_0703s.var_report.xml	Insulin, Generation 3 Exam 2, New Offspring Spouse Exam 2, Omni 2 Exam 2. The measurement of fasting serum insulin concentrations was performed in part accomplish aims of red blood cell (RBC) fatty acid analysis and to define the cross-sectional clinical correlates and heritability of RBC n-3 FA content.
phs000007	2020-12-22	32	phs000007.v32.pht003782.v2.p13.vr_fxrev_2018_3b_1177s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht003782.v2.p13.vr_fxrev_2018_3b_1177s.var_report.xml	Fractures Cases Validated by Medical Records and Other Sources, Generation 3 and Omni 2, fractures through 2018. The fractures in this dataset include adult lifetime hip and non-hip fractures.
phs000007	2020-12-22	32	phs000007.v32.pht005165.v4.p13.t_mrtbss_2014_m_0961s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005165.v4.p13.t_mrtbss_2014_m_0961s.var_report.xml	Tract-based Spatial Statistics (TBSS) Based on Brain MRI, Offspring and Generation 3, 6/2009 - 6/2014. This dataset contains fractional anisotropy (FA) measures computed from the FA skeletons for 63 JHU WM regions. The values are provided for each hemisphere (left and right) and as the average weighted by the number of voxels per region.
phs000007	2020-12-22	32	phs000007.v32.pht005145.v4.p13.l_mtbtarg1_ex01_3_0955s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005145.v4.p13.l_mtbtarg1_ex01_3_0955s.var_report.xml	Targeted and Untargeted Metabolomics - HILIC - Installment 1, Generation 3 Exam 1. High throughput metabolite profiling was performed on plasma specimens. The concentration of plasma metabolites was assessed using a liquid chromatography/mass spectrometry (LC/MS) platform and HILIC method. In the dataset, each value represents the plasma concentration of an analyte (in this case, metabolite) that was assayed.
phs000007	2020-12-22	32	phs000007.v32.pht003634.v2.p13.t_pftpstalb_ex08_1b_0760s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht003634.v2.p13.t_pftpstalb_ex08_1b_0760s.var_report.xml	Pulmonary Function Test (PFT) Post Albuterol, Offspring Exam 8 and Omni 1 Exam 3. Only a minority of subjects who performed baseline (pre-bronchodilator) spirometry were asked to perform post-bronchodilator spirometry. This request was made of all subjects whose baseline spirometry demonstrated a FEV1-to-FVC ratio less 0.70.
phs000007	2020-12-22	32	phs000007.v32.pht005156.v2.p13.t_ctiliac_2005_1_0614s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005156.v2.p13.t_ctiliac_2005_1_0614s.var_report.xml	CT - Iliac Artery Calcification (IAC), Offspring, 2002 - 2005
phs000007	2020-12-22	32	phs000007.v32.pht005158.v3.p13.t_ctperfat_2011_m_0671s.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000007/phs000007.v32.p13/pheno_variable_summaries/phs000007.v32.pht005158.v3.p13.t_ctperfat_2011_m_0671s.var_report.xml	CT - Pericardial and Extracardial Fat, Offspring, Generation 3, Omni 1, and Omni 2, 9/2008 - 3/2011
