"dataset_id"	"male"	"female"	"unknown"	"total"	"date_study"	"repository"	"year"	"total_all"	"label"	"c"
"6715"	"pht009218.v1"	1	3	72	76	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6716"	"pht006430.v1"	215	300	1	516	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6717"	"pht010109.v1"	19	19	183	221	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6718"	"pht010206.v1"	35	121	4	160	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6719"	"pht009211.v1"	8	8	66	82	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6720"	"pht007782.v1"	721	1165	1	1887	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6721"	"pht011115.v1"	19	17	42	78	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6722"	"pht006203.v1"	4864	7881	9	12754	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6723"	"pht009475.v1"	8	8	5961	5977	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6724"	"pht004580.v1"	4525	3478	198	8201	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6725"	"pht006300.v2"	57	49	316	422	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6726"	"pht008829.v1"	28	52	1	81	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6727"	"pht006916.v1"	43	39	164	246	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6728"	"pht008604.v1"	382	882	2	1266	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6729"	"pht003819.v1"	4008	16	12	4036	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6730"	"pht009697.v2"	19	17	36	72	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6731"	"pht010308.v1"	9	6	55	70	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6732"	"pht006420.v1"	6	8	5477	5491	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6733"	"pht006244.v1"	36	54	2	92	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6734"	"pht004612.v2"	959	780	3859	5598	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6735"	"pht007476.v1"	33	29	3	65	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6736"	"pht004417.v1"	2	6	248	256	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6737"	"pht008782.v1"	612	84	72	768	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6738"	"pht006098.v2"	29	8	2	39	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6739"	"pht001242.v2"	64	61	474	599	NA	"dbGaP"	"2011"	37	"F&M&U"	1
"6740"	"pht006294.v1"	97	644	1556	2297	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6741"	"pht009198.v1"	9	127	504	640	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6742"	"pht009577.v1"	55	44	801	900	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6743"	"pht002526.v3"	9	9	25	43	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6744"	"pht006395.v1"	1678	1052	384300	387030	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6745"	"pht009663.v1"	7	9	68	84	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6746"	"pht006298.v2"	580	710	3	1293	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6747"	"pht003277.v1"	3	8	40	51	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6748"	"pht009625.v1"	72	8	347	427	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6749"	"pht005176.v1"	4949	7955	341	13245	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6750"	"pht000789.v2"	2171	1895	3	4069	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6751"	"pht010530.v1"	52	246	296	594	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6752"	"pht003830.v1"	801	89	56	946	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6753"	"pht007321.v1"	268	72	68	408	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6754"	"pht001120.v10"	67	88	696	851	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6755"	"pht005347.v1"	4	8	25	37	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6756"	"pht004577.v1"	4561	3507	25	8093	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6757"	"pht002963.v1"	3927	3502	1	7430	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6758"	"pht005701.v1"	2788	791	1617	5196	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6759"	"pht006444.v1"	6	8	5513	5527	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6760"	"pht009447.v1"	6	8	25	39	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6761"	"pht007485.v2"	13	4	106	123	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6762"	"pht010208.v1"	34	119	4	157	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6763"	"pht008463.v1"	16	7	43	66	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6764"	"pht005357.v1"	42	15	122	179	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6765"	"pht003547.v1"	9	1	10	20	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6766"	"pht004699.v1"	7850	7332	25	15207	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6767"	"pht010386.v1"	274	166	2	442	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6768"	"pht004675.v1"	44	7	6	57	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6769"	"pht003302.v1"	946	2304	1100	4350	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6770"	"pht002613.v2"	6516	9185	807	16508	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6771"	"pht001947.v2"	627	85	44	756	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6772"	"pht010394.v1"	919	5	3137	4061	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6773"	"pht007727.v1"	2788	791	1617	5196	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6774"	"pht010048.v1"	5164	3924	11	9099	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6775"	"pht007798.v1"	12	11	22	45	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6776"	"pht011385.v1"	392	323	5	720	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6777"	"pht006757.v1"	22	12	51	85	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6778"	"pht006481.v1"	6	8	5484	5498	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6779"	"pht008178.v3"	93	85	248	426	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6780"	"pht005723.v2"	8	13	71	92	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6781"	"pht010184.v1"	8	15	23	46	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6782"	"pht004960.v1"	48	52	100	200	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6783"	"pht006990.v2"	944	2248	1235	4427	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6784"	"pht008298.v1"	91	90	718	899	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6785"	"pht005308.v2"	64	80	395	539	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6786"	"pht009149.v1"	4	2	3	9	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6787"	"pht004696.v1"	1	4	8	13	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6788"	"pht006322.v4"	98	126	1467	1691	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6789"	"pht010874.v1"	807	637	1313	2757	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6790"	"pht006844.v1"	7	14	23	44	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6791"	"pht003863.v1"	73	95	227	395	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6792"	"pht008410.v1"	4	7	214	225	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6793"	"pht008121.v1"	538	640	2939	4117	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6794"	"pht003595.v1"	91	59	709	859	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6795"	"pht008560.v2"	2	1	83	86	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6796"	"pht008471.v1"	6	2	2	10	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6797"	"pht006578.v1"	3	9	23	35	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6798"	"pht003134.v1"	1	4	1	6	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6799"	"pht008837.v1"	17	19	101	137	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6800"	"pht008381.v1"	2	5	18	25	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6801"	"pht005922.v1"	7	8	21	36	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6802"	"pht005547.v1"	72	628	283	983	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6803"	"pht007959.v3"	49	81	4751	4881	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6804"	"pht005707.v1"	138	59	197	394	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6805"	"pht006078.v4"	819	767	921	2507	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6806"	"pht009965.v1"	315	152	8	475	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6807"	"pht002376.v1"	67	59	776	902	NA	"dbGaP"	"2011"	37	"F&M&U"	1
"6808"	"pht004919.v3"	646	831	157	1634	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6809"	"pht008405.v1"	114	148	314	576	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6810"	"pht007745.v1"	431	813	1674	2918	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6811"	"pht009506.v1"	964	84	1186	2234	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6812"	"pht010487.v1"	46	11243	399	11688	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6813"	"pht006349.v1"	2	207	176	385	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6814"	"pht008763.v1"	850	849	7192	8891	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6815"	"pht004594.v2"	21	23	216	260	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6816"	"pht005245.v5"	991	910	2468	4369	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6817"	"pht010410.v1"	38	27	1	66	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6818"	"pht011028.v1"	6	4	1	11	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6819"	"pht009061.v1"	5	69	8	82	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6820"	"pht008971.v2"	1151	1178	14	2343	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6821"	"pht010935.v1"	40	66	188	294	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6822"	"pht009158.v1"	6	5	60	71	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6823"	"pht005391.v1"	39	25	64	128	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6824"	"pht001706.v2"	56	92	186	334	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6825"	"pht004358.v6"	5	15	18	38	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6826"	"pht006000.v2"	20	12	12	44	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6827"	"pht009567.v2"	6398	2702	70	9170	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6828"	"pht008973.v1"	4	10	62	76	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6829"	"pht006791.v2"	130	174	1091	1395	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6830"	"pht008725.v1"	786	509	80179	81474	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6831"	"pht006399.v1"	365	221	12209	12795	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6832"	"pht008922.v1"	23	3	52	78	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6833"	"pht010243.v1"	74	44	379	497	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6834"	"pht002971.v1"	30	689	205	924	NA	"dbGaP"	"2012"	62	"F&M&U"	1
"6835"	"pht008475.v1"	8	64	16	88	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6836"	"pht005373.v1"	8	7	73	88	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6837"	"pht001498.v1"	371	323	22	716	NA	"dbGaP"	"2010"	27	"F&M&U"	1
"6838"	"pht005924.v1"	7	8	21	36	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6839"	"pht009913.v1"	265	84	1	350	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6840"	"pht008881.v1"	23	25	766	814	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6841"	"pht003437.v1"	2	1	3	6	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6842"	"pht004263.v1"	8	7	571	586	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6843"	"pht005363.v1"	98	360	254	712	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6844"	"pht006428.v1"	6	8	5519	5533	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6845"	"pht008865.v2"	372	363	4	739	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6846"	"pht007298.v1"	44	24	2	70	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6847"	"pht009476.v1"	6	8	5568	5582	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6848"	"pht003876.v1"	658	988	644	2290	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6849"	"pht004163.v2"	6	6639	5419	12064	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6850"	"pht001983.v6"	776	500	6292	7568	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6851"	"pht008777.v1"	65	94	438	597	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6852"	"pht010532.v1"	52	246	296	594	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6853"	"pht004302.v1"	1180	1797	18	2995	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6854"	"pht009168.v1"	101	88	98	287	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6855"	"pht011228.v1"	105	335	4175	4615	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6856"	"pht008566.v1"	3	3	18	24	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6857"	"pht009741.v1"	7	7	24	38	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6858"	"pht008126.v1"	38	9	15	62	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6859"	"pht002928.v2"	433	769	71	1273	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6860"	"pht006302.v2"	57	49	316	422	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6861"	"pht006512.v2"	306	90	198	594	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6862"	"pht006059.v2"	9	9471	422	9902	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6863"	"pht008362.v2"	8	11	454	473	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6864"	"pht010370.v1"	1812	2385	19898	24095	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6865"	"pht002206.v1"	867	785	3083	4735	NA	"dbGaP"	"2011"	37	"F&M&U"	1
"6866"	"pht006698.v1"	41	6	377	424	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6867"	"pht006403.v1"	1515	992	82210	84717	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6868"	"pht005551.v1"	72	628	283	983	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6869"	"pht005226.v1"	1325	1861	70	3256	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6870"	"pht005665.v2"	781	941	1773	3495	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6871"	"pht003370.v2"	467	468	22	957	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6872"	"pht009230.v1"	99	56	738	893	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6873"	"pht010865.v1"	30	66	156	252	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6874"	"pht010858.v1"	38	32	43	113	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6875"	"pht007052.v1"	4	8	43	55	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6876"	"pht006721.v1"	276	156	2380	2812	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6877"	"pht007320.v1"	268	72	68	408	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6878"	"pht008730.v1"	613	84	73	770	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6879"	"pht010230.v1"	438	352	274	1064	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6880"	"pht005369.v1"	8	7	73	88	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6881"	"pht006433.v1"	198	274	1	473	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6882"	"pht007031.v1"	27	31	1	59	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6883"	"pht008980.v1"	7	30	42	79	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6884"	"pht008131.v1"	238	83	135	456	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6885"	"pht007560.v2"	87	99	1274	1460	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6886"	"pht004742.v1"	348	91	191	630	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6887"	"pht010323.v2"	56	89	533	678	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6888"	"pht005372.v1"	8	7	73	88	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6889"	"pht010203.v1"	14	4	100	118	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6890"	"pht007763.v1"	981	882	45	1908	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6891"	"pht004326.v1"	56	59	835	950	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6892"	"pht010253.v1"	23	16	3	42	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6893"	"pht006404.v1"	1568	1028	1761	4357	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6894"	"pht011387.v1"	4	17	7	28	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6895"	"pht004982.v1"	729	788	1330	2847	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6896"	"pht005178.v1"	4946	8067	322	13335	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6897"	"pht005379.v1"	5	4	188	197	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6898"	"pht004605.v1"	42	8	5	55	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6899"	"pht006437.v1"	6	8	5261	5275	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6900"	"pht007840.v1"	195	117	312	624	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6901"	"pht007099.v1"	116	127	18	261	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6902"	"pht010586.v1"	13	3	3	19	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6903"	"pht005780.v1"	7	56	17	80	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6904"	"pht008199.v1"	331	68	115	514	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6905"	"pht008091.v1"	178	229	123	530	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6906"	"pht003278.v1"	9	8	39	56	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6907"	"pht009894.v1"	94	87	741	922	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6908"	"pht007957.v3"	49	81	4747	4877	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6909"	"pht009271.v1"	314	67	187	568	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6910"	"pht000896.v4"	93	850	8494	9437	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6911"	"pht007481.v2"	514	480	12	1006	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6912"	"pht007236.v1"	7	5	21	33	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6913"	"pht009801.v1"	141	369	1	511	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6914"	"pht008533.v1"	7	8	66	81	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6915"	"pht006625.v1"	534	736	6823	8093	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6916"	"pht006627.v1"	534	736	6830	8100	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6917"	"pht006991.v1"	944	2264	1250	4458	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6918"	"pht006561.v2"	2986	3192	5185	11363	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6919"	"pht002527.v3"	9	9	66	84	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6920"	"pht005386.v1"	98	79	703	880	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6921"	"pht006792.v1"	130	174	503	807	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6922"	"pht001958.v2"	632	86	43	761	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6923"	"pht010227.v1"	544	458	274	1276	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6924"	"pht010894.v1"	9	4	13	26	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6925"	"pht004603.v1"	42	8	5	55	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6926"	"pht009890.v1"	31	16	1	48	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6927"	"pht011045.v1"	1	1	2	4	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6928"	"pht010551.v1"	23	10	33	66	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6929"	"pht009701.v1"	681	87	20	788	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6930"	"pht004745.v1"	348	91	211	650	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6931"	"pht007118.v1"	1574	891	24	2489	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6932"	"pht008236.v1"	36	15	51	102	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6933"	"pht002612.v2"	6516	9185	7	15708	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6934"	"pht006369.v1"	1683	1050	6819	9552	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6935"	"pht009423.v1"	5	9	16	30	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6936"	"pht000814.v1"	628	871	1616	3115	NA	"dbGaP"	"2010"	27	"F&M&U"	1
"6937"	"pht006562.v1"	26	27	2	55	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6938"	"pht008383.v1"	2	5	18	25	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6939"	"pht005928.v1"	4	3	19	26	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6940"	"pht006027.v3"	530	651	3821	5002	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6941"	"pht006180.v2"	2	8	29	39	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6942"	"pht010553.v1"	23	10	33	66	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6943"	"pht001900.v2"	663	810	2034	3507	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6944"	"pht011520.v1"	121	81	481	683	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6945"	"pht008198.v1"	331	68	115	514	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6946"	"pht007721.v1"	16	11	270	297	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6947"	"pht011256.v1"	18	23	41	82	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6948"	"pht004856.v1"	3771	541	1578	5890	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6949"	"pht010310.v1"	9	6	55	70	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6950"	"pht003601.v1"	676	849	1508	3033	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6951"	"pht004072.v2"	6	6593	5407	12006	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6952"	"pht006234.v2"	9	6	30	45	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6953"	"pht008137.v1"	533	761	1293	2587	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6954"	"pht006184.v2"	104	28	982	1114	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6955"	"pht010052.v2"	843	758	1	1602	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6956"	"pht004251.v1"	15	3	28	46	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6957"	"pht003622.v1"	2	45	13	60	NA	"dbGaP"	"2013"	135	"F&M&U"	1
"6958"	"pht010119.v1"	36	34	72	142	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6959"	"pht008549.v1"	94	47	159	300	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6960"	"pht009229.v1"	99	56	738	893	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6961"	"pht006646.v1"	28	9	52	89	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6962"	"pht006398.v1"	102	47	18390	18539	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6963"	"pht007682.v1"	18	32	98	148	NA	"dbGaP"	"2018"	603	"F&M&U"	1
"6964"	"pht005539.v1"	2	3	24	29	NA	"dbGaP"	"2016"	517	"F&M&U"	1
"6965"	"pht008723.v1"	651	94	49	794	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6966"	"pht006336.v1"	627	706	989	2322	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6967"	"pht004391.v1"	1	2	142	145	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6968"	"pht011276.v1"	1578	1507	8	3093	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6969"	"pht005062.v1"	12	7	65	84	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6970"	"pht007114.v1"	81	94	390	565	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6971"	"pht008603.v1"	382	882	2	1266	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6972"	"pht008523.v1"	722	1352	1484	3558	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6973"	"pht010822.v1"	82	36	13	131	NA	"dbGaP"	"2020"	1069	"F&M&U"	1
"6974"	"pht000895.v4"	93	850	8494	9437	NA	"dbGaP"	"2015"	293	"F&M&U"	1
"6975"	"pht006261.v1"	31	11	8	50	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6976"	"pht002065.v4"	856	2426	1436	4718	NA	"dbGaP"	"2017"	520	"F&M&U"	1
"6977"	"pht009660.v1"	7	9	68	84	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6978"	"pht009051.v1"	624	510	3761	4895	NA	"dbGaP"	"2019"	676	"F&M&U"	1
"6979"	"pht010055.v1"	843	758	1	1602	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6980"	"pht003573.v1"	10	17	2527	2554	NA	"dbGaP"	"2014"	245	"F&M&U"	1
"6981"	"pht006759.v2"	7	3	36	46	NA	"dbGaP"	"2021"	833	"F&M&U"	1
"6982"	"pht007237.v1"	7	5	21	33	NA	"dbGaP"	"2018"	603	"F&M&U"	1
