male	max_count	median	date	n	mean	min_count	filename	nulls	mean_count	sd	female	min	other	median_count	max	study accession	primary phenotype
89.0	89.0		2021/09/08	870.0		816.0	./data/phs001497.v2.pht007239.v2.p1.Adult_Glioma_Subject.var_report.xml	0.0	929.0	7.778	816.0			929.0		phs001497.v2.p1	
2164.0	2493.0		2021/09/13	4657.0		2164.0	./data/phs000095.v4.pht001211.v4.p2.GENEVA_DentalCaries_Subject.var_report.xml	901.0	2329.0	232.6	2493.0			2329.0		phs000095.v4.p2	Dental Caries
			2020/12/21				./data/phs000007.v32.pht010726.v1.p13.l_fhslab_ex03_3b_1170s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2020/10/14				./data/phs001912.v1.pht009625.v1.p1.BE_EA_Sample_Attributes.var_report.xml									phs001912.v1.p1	Barrett Esophagus
			04/16/2013				./data/phs000145.v4.pht000662.v3.p2.POPRES_Sample.var_report.xml									phs000145.v4.p2	Normalcy
			11/08/2013				./data/phs000200.v9.pht002773.v1.p3.spec_draws_rel2.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			05/08/2017				./data/phs001320.v1.pht006289.v1.p1.Placentation_Pregnancy_CVS_Sample.var_report.xml									phs001320.v1.p1	Pre-eclampsia
			12/20/2016				./data/phs000768.v2.pht004478.v2.p1.Pediatric_Ewing_Sarcoma_Sample.var_report.xml									phs000768.v2.p1	Sarcoma, Ewing
			2020/05/26				./data/phs001820.v1.pht010241.v1.p1.Oncologic_Hematologic_Sample.var_report.xml									phs001820.v1.p1	Neoplasms
			2021/06/16				./data/phs001402.v3.pht008240.v1.p1.TOPMed_WGS_Mayo_VTE_Sample_Attributes.var_report.xml									phs001402.v3.p1	Venous Thromboembolism
103.0	103.0		2020/07/21	201.0		98.0	./data/phs001011.v2.pht005530.v1.p1.eMERGE_CCHMC_IIIA_Pedigree.var_report.xml	0.0	100.5	3.536	98.0			100.5		phs001011.v2.p1	
			2020/12/21				./data/phs000007.v32.pht000302.v2.p13.homocys0_16s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			09/14/2011				./data/phs000392.v1.pht002372.v1.p1.Exome_arPEO_Subject_Phenotypes.var_report.xml									phs000392.v1.p1	Ophthalmoplegia, Chronic Progressive External
			02/29/2016				./data/phs000990.v1.pht004999.v1.p1.MIGen_Lubeck_Sample_Attributes.var_report.xml									phs000990.v1.p1	Myocardial Infarction
7956.0	9127.0		2019/10/25	17152.0		69.0	./data/phs001858.v1.pht009373.v1.p1.Advanced_Cancer_Subject_Phenotypes.var_report.xml	0.0	5717.0	4927	9127.0			7956.0		phs001858.v1.p1	Neoplasms
			2018/02/27				./data/phs001364.v1.pht007463.v1.p1.HCP_Young_Adults_Subject.var_report.xml									phs001364.v1.p1	Connectome
			08/20/2013				./data/phs000285.v3.pht001634.v2.p2.B2F29.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			03/29/2017				./data/phs001191.v1.pht006225.v1.p1.eMERGE_NUgene_WGS_Sample.var_report.xml									phs001191.v1.p1	Healthy Volunteers
			09/18/2014				./data/phs000792.v1.pht004251.v1.p1.MPNST_Sample_Attributes.var_report.xml									phs000792.v1.p1	Neurilemmoma
			03/29/2017				./data/phs001319.v1.pht006209.v1.p1.GICC_Sample.var_report.xml									phs001319.v1.p1	Glioma
			09/03/2010				./data/phs000127.v2.pht000651.v1.p1.IrishALS_Sample.var_report_2010_09_03.xml									phs000127.v2.p1	Amyotrophic Lateral Sclerosis
			11/04/2014				./data/phs000086.v3.pht000356.v1.p1.EDIC_f1412.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			2020/09/18				./data/phs002210.v1.pht010519.v1.p1.Structural_Variants_BC_Sample.var_report.xml									phs002210.v1.p1	Breast Neoplasms
			2020/04/03				./data/phs001916.v2.pht009724.v2.p1.PBMCs_Aging_Sample_Attributes.var_report.xml									phs001916.v2.p1	Healthy Aging
			03/07/2016				./data/phs001083.v1.pht005324.v1.p1.SCLC_Chinese_Sample.var_report.xml									phs001083.v1.p1	Small Cell Lung Carcinoma
			2019/11/14				./data/phs001865.v1.pht009612.v1.p1.AAMP_Sample_Attributes.var_report.xml									phs001865.v1.p1	
			11/05/2014				./data/phs000209.v13.pht004320.v1.p3.MESA_AncilMesaGlycA.var_report.xml									phs000209.v13.p3	Cardiovascular Diseases
			2017/12/12				./data/phs000295.v2.pht001531.v2.p1.Kabuki_Sample.var_report.xml									phs000295.v2.p1	Kabuki syndrome
			08/22/2012				./data/phs000495.v1.pht002865.v1.p1.TGP_Sample.var_report.xml									phs000495.v1.p1	Non-Neoplastic Pediatric Disorder
			2018/06/14				./data/phs001238.v2.pht006041.v1.p1.GENOA_AfricanAmerican_Phase1_LabData.var_report.xml									phs001238.v2.p1	Hypertension
			11/07/2014				./data/phs000826.v1.pht004335.v1.p1.Adjuvant_Trastuzumab_Breast_Cancer_Sample.var_report.xml									phs000826.v1.p1	Breast Neoplasms
			05/17/2017				./data/phs001328.v1.pht006308.v1.p1.p6703_14071_labs.var_report.xml									phs001328.v1.p1	Mucopolysaccharidoses
81.0	81.0		2018/08/18	29.0		57.0	./data/phs001549.v1.pht008252.v1.p1.EWS_European_Subject_Phenotypes.var_report.xml	0.0	61.0	5.657	70.0			70.0		phs001549.v1.p1	Sarcoma, Ewing
			05/08/2015				./data/phs000864.v1.pht004491.v1.p1.Combat_Stress_Predictors_Subject.var_report.xml									phs000864.v1.p1	Stress Disorders, Post-Traumatic
			11/04/2014				./data/phs000086.v3.pht000248.v1.p1.DCCT_ms3exprt.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
1313.0	1480.0		2020/06/30	2793.0		1313.0	./data/phs001972.v1.pht009843.v1.p1.REDS_BSCDC_Subject_Phenotypes.var_report.xml	0.0	1397.0	118.1	1480.0			1397.0		phs001972.v1.p1	Anemia, Sickle Cell
3.0	3.0		2021/06/01	4.0		2.0	./data/phs001189.v4.pht006138.v2.p1.TOPMed_WGS_CCAF_Pedigree.var_report.xml	0.0	2.0	1.414	1.0			2.0		phs001189.v4.p1	Atrial Fibrillation
			2020/06/18				./data/phs000280.v7.pht004129.v2.p1.MSRA.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2021/05/20				./data/phs000972.v5.pht005680.v2.p1.TOPMed_WGS_Samoans_Adiposity_Sample.var_report.xml									phs000972.v5.p1	Obesity
			2020/06/18				./data/phs000280.v7.pht004034.v2.p1.ANTC04.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2020/09/03				./data/phs000968.v2.pht004912.v1.p1.Cardiopulmonary_Particulate_Exposure_Subject.var_report.xml									phs000968.v2.p1	Cardiovascular Disease
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000404.v2.p3.simphen005.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2019/09/16				./data/phs001534.v1.pht008521.v1.p1.Pathways_Sample_Attributes.var_report.xml									phs001534.v1.p1	Breast Neoplasms
			2020/06/18				./data/phs000280.v7.pht004222.v2.p1.UBMFWM02.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
828.0	865.0		2018/07/23	5538.0		828.0	./data/phs000742.v1.pht008108.v1.p1.7_1_Participants.var_report.xml	0.0	846.5	297	865.0			846.5		phs000742.v1.p1	Epilepsy
			02/13/2014				./data/phs000372.v1.pht002857.v1.p1.ADGC_Sample.var_report.xml									phs000372.v1.p1	Alzheimer Disease
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000482.v2.p3.simphen083.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2020/03/31				./data/phs001976.v2.pht009900.v1.p1.Melorheostosis_Subject.var_report.xml									phs001976.v2.p1	Melorheostosis
			03/10/2015				./data/phs000516.v2.pht002831.v2.p1.Pancreatic_Ductal_Adenocarcinoma_Sample_Attributes.var_report.xml									phs000516.v2.p1	Carcinoma, Pancreatic Ductal
			2020/11/13				./data/phs001584.v2.pht009071.v2.p2.eMERGE_III_HRC_BMI.var_report.xml									phs001584.v2.p2	
			2021/05/07				./data/phs001327.v2.pht011195.v1.p1.surgerydetails.var_report.xml									phs001327.v2.p1	Neoplasm
			2021/10/04				./data/phs002238.v1.pht011521.v1.p1.Beat_Childhood_Cancer_Subject_Phenotypes.var_report.xml									phs002238.v1.p1	Neoplasms
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000560.v2.p3.simphen161.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2021/07/29				./data/phs001599.v1.pht011435.v1.p1.TOPMed_WGS_Boston_Brazil_SCD_Subject_Phenotypes.var_report.xml									phs001599.v1.p1	Anemia, Sickle Cell
			2020/07/07				./data/phs002051.v1.pht010312.v1.p1.RMS_PDX_Sample.var_report.xml									phs002051.v1.p1	Rhabdomyosarcoma
			11/05/2014				./data/phs000209.v13.pht002099.v2.p3.MESA_AncilMesaIL10.var_report.xml									phs000209.v13.p3	Cardiovascular Diseases
6.0			2019/10/11	13.0			./data/phs001406.v1.pht007753.v1.p1.sleep_survey_ds.var_report.xml	0.0			7.0					phs001406.v1.p1	Cognition
			2020/12/21				./data/phs000007.v32.pht000140.v7.p13.abdomct3_1s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			11/08/2013				./data/phs000200.v9.pht001024.v3.p3.f85_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			2021/02/10				./data/phs001675.v1.pht010221.v1.p1.OFC_Subject_Phenotypes.var_report.xml									phs001675.v1.p1	Cleft Lip
276.0			2018/01/18	432.0			./data/phs001300.v1.pht006722.v1.p1.NABEC_Subject_Phenotypes.var_report.xml	0.0			156.0					phs001300.v1.p1	Gene Expression Profiling
			2018/09/07				./data/phs001551.v1.pht008345.v1.p1.CURE_EGI_Subject.var_report.xml									phs001551.v1.p1	Epilepsy
			2020/12/21				./data/phs000007.v32.pht005156.v2.p13.t_ctiliac_2005_1_0614s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/04/09				./data/phs001805.v1.pht008954.v1.p1.Neoantigens_NSCLC_Subject.var_report.xml									phs001805.v1.p1	Adenocarcinoma of Lung
238.0	238.0		2018/06/07	456.0		83.0	./data/phs001481.v1.pht008129.v1.p1.IBMFS_Pedigree.var_report.xml	0.0	97.0	5.657	83.0			97.0		phs001481.v1.p1	Bone Marrow Failure Syndromes
6.0	6.0		09/23/2014	9.0		3.0	./data/phs000787.v1.pht004259.v1.p1.Immunosenescence_Subject_Phenotypes.var_report.xml	0.0	4.5	2.121	3.0			4.5		phs000787.v1.p1	Aging
			12/11/2009				./data/phs000171.v1.pht000755.v1.p1.MS_DATA_FAMSFAM.var_report_2009_12_11.xml									phs000171.v1.p1	Multiple Sclerosis
			2018/01/18				./data/phs000382.v3.pht002321.v3.p1.CIDR_Joubert_Syndrome_Subject.var_report.xml									phs000382.v3.p1	Joubert syndrome 1
	2.0		2020/04/27	2.0		2.0	./data/phs002021.v1.pht010159.v1.p1.SCT_GVHD_Subject_Phenotypes.var_report.xml	0.0	2.0		2.0			2.0		phs002021.v1.p1	Graft vs Host Disease
			06/01/2017				./data/phs001306.v1.pht006187.v1.p1.Psoriasis_Associated_Variants_Subject.var_report.xml									phs001306.v1.p1	Psoriasis
			2018/05/15				./data/phs001311.v1.pht007933.v1.p1.conclusionofstudyparticipation.var_report.xml									phs001311.v1.p1	Myotonia
			2020/03/13				./data/phs000521.v2.pht007034.v2.p1.adverse_event.var_report.xml									phs000521.v2.p1	Ataxia
			2020/12/21				./data/phs000007.v32.pht000109.v8.p13.sf36_1_6s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2021/09/28				./data/phs000988.v5.pht005249.v5.p1.TOPMed_WGS_Asthma_Costa_Rica_Sample_Attributes.var_report.xml									phs000988.v5.p1	Asthma
18.0	20.0		2021/05/10	38.0		18.0	./data/phs002176.v2.pht010946.v1.p1.PD1_PDL1_SCLC_Subject.var_report.xml	0.0	19.0	1.414	20.0			19.0		phs002176.v2.p1	Small Cell Lung Carcinoma
			2017/12/19				./data/phs001438.v1.pht006821.v1.p1.Cortical_Neurogenesis_Open_Chromatin_Sample_Attributes.var_report.xml									phs001438.v1.p1	Chromatin
			2020/04/27				./data/phs002002.v1.pht010192.v1.p1.ILCs_HNSCC_Sample_Attributes.var_report.xml									phs002002.v1.p1	Squamous Cell Carcinoma of the Head and Neck
			2019/01/15				./data/phs001175.v2.pht007756.v2.p2.CTSP_Sample.var_report.xml									phs001175.v2.p2	Breast
			2019/11/19				./data/phs000572.v8.pht003393.v5.p4.FamilySubjectPhenotypesWGS_y1.var_report.xml									phs000572.v8.p4	Alzheimer Disease
			2020/06/18				./data/phs000280.v7.pht004177.v2.p1.RTASBM42.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2021/07/19				./data/phs001601.v2.pht010666.v2.p2.PMBB_AF_Subject_Phenotypes.var_report.xml									phs001601.v2.p2	Atrial Fibrillation
			2021/05/05				./data/phs002310.v1.pht011207.v1.p1.InC3_Subject_Phenotypes.var_report.xml									phs002310.v1.p1	Hepatitis C, Followup studies, Drug dependence
			2019/10/02				./data/phs001901.v1.pht009502.v1.p1.CCDG_Coronary_Sample_Attributes.var_report.xml									phs001901.v1.p1	Myocardial Infarction
			2020/02/03				./data/phs000815.v2.pht008405.v1.p1.Human_Leukocytes_Splice_QTL_Sample_Attributes.var_report.xml									phs000815.v2.p1	
			2020/06/18				./data/phs000280.v7.pht004053.v5.p1.CHRMPS16.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2018/09/26				./data/phs000284.v2.pht001903.v1.p1.CFS_CARe_ECG.var_report.xml									phs000284.v2.p1	Sleep Apnea Syndromes
			04/24/2015				./data/phs000629.v1.pht003386.v1.p1.Familial_Lung_Cancer_Sample.var_report.xml									phs000629.v1.p1	Lung Neoplasms
			2018/04/16				./data/phs001289.v1.pht007795.v1.p1.periodicparalysishistory.var_report.xml									phs001289.v1.p1	Andersen Syndrome
			10/25/2011				./data/phs000303.v1.pht001897.v1.p1.KORA_Sample.var_report.xml									phs000303.v1.p1	Population Control
			2019/10/23				./data/phs001176.v3.pht005795.v2.p1.GxE_Complex_Traits_Subject.var_report.xml									phs001176.v3.p1	Gene-Environment Interaction
			2018/07/23				./data/phs000742.v1.pht008114.v1.p1.7_7_Elig_Controls.var_report.xml									phs000742.v1.p1	Epilepsy
			2019/03/11				./data/phs000286.v6.pht008726.v1.p2.allevtchd.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2019/11/27				./data/phs001703.v3.pht008453.v2.p1.DICE_Sample_Attributes.var_report.xml									phs001703.v3.p1	
			2020/09/18				./data/phs001133.v1.pht007495.v1.p1.FOCI_Subject.var_report.xml									phs001133.v1.p1	Ovarian Neoplasms
2731.0	3446.0		2018/06/14	6177.0		2731.0	./data/phs001238.v2.pht006029.v2.p1.GENOA_Pedigree.var_report.xml	0.0	3089.0	630.7	3446.0			3089.0		phs001238.v2.p1	Hypertension
			2020/06/18				./data/phs000280.v7.pht004125.v2.p1.MHQA04.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
22.0	22.0		2019/03/25	41.0		8.0	./data/phs001164.v1.pht008871.v1.p1.ASD_ROHs_DNMs_Subject_Phenotypes.var_report.xml	0.0	20.5	2.828	8.0			20.5		phs001164.v1.p1	Autism Spectrum Disorder
			2017/11/09				./data/phs001400.v1.pht006823.v1.p1.Mega_Haplotypes_CRC_Sample.var_report.xml									phs001400.v1.p1	Cancer, Colorectal
			2020/06/18				./data/phs000280.v7.pht004205.v2.p1.TIBE04.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
53.0	53.0		11/28/2011	100.0		47.0	./data/phs000385.v1.pht002341.v1.p1.Epigenetic_Colorectal_Cancer_Subject_Phenotypes.var_report.xml	0.0	50.0	4.243	47.0			50.0		phs000385.v1.p1	Colorectal Neoplasms
			2021/09/13				./data/phs000095.v4.pht001213.v4.p2.GENEVA_DentalCaries_Sample.var_report.xml									phs000095.v4.p2	Dental Caries
			2019/10/29				./data/phs001924.v1.pht009576.v1.p1.Cholangiocarcinoma_Sample_Attributes.var_report.xml									phs001924.v1.p1	Cholangiocarcinoma
			2020/06/18				./data/phs000280.v7.pht004062.v2.p1.DERIVE2_10.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
4.0	4.0		2020/08/26	8.0		4.0	./data/phs000998.v2.pht005474.v1.p1.iPSC_Pulmonary_Hypertension_Pedigree.var_report.xml	0.0	4.0	0.7071	4.0			4.0		phs000998.v2.p1	Pulmonary Arterial Hypertension
			2020/12/21				./data/phs000007.v32.pht002141.v7.p13.l_adi_2005_m_0558s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2020/04/15				./data/phs001894.v1.pht009524.v1.p1.CCDG_HMCA_Subject_Phenotypes.var_report.xml									phs001894.v1.p1	Autism Spectrum Disorder
			2018/08/19				./data/phs001647.v1.pht008198.v1.p1.Impulsivity_Addiction_Subject.var_report.xml									phs001647.v1.p1	Impulsive Behavior
			2018/08/18				./data/phs001549.v1.pht008250.v1.p1.EWS_European_Subject.var_report.xml									phs001549.v1.p1	Sarcoma, Ewing
31.0	55.0		11/13/2015	86.0		31.0	./data/phs000730.v1.pht005060.v1.p1.Brain_Metastasis_Subject_Phenotypes.var_report.xml	0.0	43.0	16.97	55.0			43.0		phs000730.v1.p1	Neoplasms
			2018/06/14				./data/phs001238.v2.pht006657.v1.p1.GENOA_EuropeanAmerican_Phase1_SubjectHistory.var_report.xml									phs001238.v2.p1	Hypertension
			2019/04/04				./data/phs001742.v2.pht008936.v1.p1.Metastasis_TNBC_GEO.var_report.xml									phs001742.v2.p1	Triple Negative Breast Neoplasms
			2018/02/27				./data/phs001469.v1.pht007170.v1.p1.DM_Anti_PD1_Sample_Attributes.var_report.xml									phs001469.v1.p1	Immunotherapy
			2017/10/11				./data/phs000578.v1.pht007007.v1.p1.conclusionofstudyparticipation.var_report.xml									phs000578.v1.p1	Nondystrophic myotonia
			07/18/2011				./data/phs000226.v2.pht002288.v1.p1.STAMPEED_CHS_Subject.var_report.xml									phs000226.v2.p1	Cardiovascular Diseases
			06/01/2017				./data/phs000701.v1.pht005506.v1.p1.Adverse_Event.var_report.xml									phs000701.v1.p1	Angelman Syndrome
			2019/05/16				./data/phs001761.v1.pht009030.v1.p1.MPNs_Chernobyl_Sample_Attributes.var_report.xml									phs001761.v1.p1	Primary Myelofibrosis
			2019/10/08				./data/phs000224.v3.pht002181.v3.p2.VitGene_Vitiligo_Sample.var_report.xml									phs000224.v3.p2	Vitiligo
			2020/12/21				./data/phs000007.v32.pht000040.v5.p13.vr_diab_ex28_0_0601s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000485.v2.p3.simphen086.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			11/04/2014				./data/phs000086.v3.pht000269.v1.p1.DCCT_cbl5.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			2019/07/26				./data/phs000588.v1.pht009292.v1.p1.bvas.var_report.xml									phs000588.v1.p1	Giant Cell Arteritis
			2021/08/16				./data/phs001806.v1.pht011474.v1.p1.GMKF_Nonsyndromic_Craniosynostosis_Sample.var_report.xml									phs001806.v1.p1	Craniosynostoses
			2017/11/07				./data/phs001461.v1.pht007120.v1.p1.Pediatric_Ependymoma_Sample.var_report.xml									phs001461.v1.p1	Ependymoma
			2019/09/11				./data/phs001437.v1.pht006809.v1.p1.PPTC_Sample_Attributes.var_report.xml									phs001437.v1.p1	Leukemia, Lymphoid
97.0	577.0		10/11/2012	7309.0		990.0	./data/phs000254.v2.pht002227.v2.p1.ESP_LungGO_CF_PA_Culture_Data.var_report.xml	0.0	979.0	55.15	92.0			979.0		phs000254.v2.p1	Cystic Fibrosis
95.0	62.0		2018/09/26	98.0		95.0	./data/phs001410.v1.pht008421.v1.p1.GMKF_AIS_Pedigree.var_report.xml	0.0	93.5	77.07	36.0			93.5		phs001410.v1.p1	Scoliosis
			2018/02/01				./data/phs000788.v2.pht004627.v2.p3.RPGEH_Sample.var_report.xml									phs000788.v2.p3	Aging
			2020/03/13				./data/phs000521.v2.pht007038.v2.p1.deathrecord.var_report.xml									phs000521.v2.p1	Ataxia
			08/21/2014				./data/phs000772.v1.pht003995.v1.p1.GenePARE_Sample.var_report.xml									phs000772.v1.p1	Prostatic Neoplasms
			2021/05/10				./data/phs002176.v2.pht010948.v1.p1.PD1_PDL1_SCLC_Subject_Phenotypes.var_report.xml									phs002176.v2.p1	Small Cell Lung Carcinoma
947.0		2.0	08/20/2013	511.0	1.607		./data/phs000285.v3.pht001589.v2.p2.A4REF.var_report.xml	0.0		0.4976	896.0	1.0			2.0	phs000285.v3.p2	Cardiovascular Diseases
			2020/02/19				./data/phs001853.v1.pht009810.v1.p1.GI_Malignancies_Subject.var_report.xml									phs001853.v1.p1	Colorectal Neoplasms
			2020/04/27				./data/phs002021.v1.pht010158.v1.p1.SCT_GVHD_Sample.var_report.xml									phs002021.v1.p1	Graft vs Host Disease
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000431.v2.p3.simphen032.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
8887.0	9734.0		08/12/2016	6868.0		8887.0	./data/phs000888.v1.pht004678.v1.p1.eMERGE_Imputed_Subject_Phenotypes.var_report.xml	0.0	9311.0	95.46	9734.0			9311.0		phs000888.v1.p1	
			2017/10/03				./data/phs001382.v1.pht006974.v1.p1.registration.var_report.xml									phs001382.v1.p1	Vasculitis
			2020/11/02				./data/phs001899.v2.pht009570.v2.p1.CSI_Sample.var_report.xml									phs001899.v2.p1	Immunologic Deficiency Syndromes
			01/19/2010				./data/phs000219.v1.pht001061.v1.p1.d_condhist_trans.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
			2020/09/02				./data/phs002006.v2.pht010164.v2.p1.Segmental_Overgrowth_Sample_Attributes.var_report.xml									phs002006.v2.p1	Proteus Syndrome
9.0	20.0		2020/08/05	40.0		9.0	./data/phs002052.v1.pht010320.v1.p1.mtDNA_Deletion_POLG_Subject_Phenotypes.var_report.xml	0.0	9.5	0.7071	20.0			9.5		phs002052.v1.p1	Mitochondrial Diseases
			12/16/2010				./data/phs000308.v1.pht002083.v1.p1.GLAUGEN_Subject.var_report_2010_12_16.xml									phs000308.v1.p1	Glaucoma, Open-Angle
			2020/06/18				./data/phs000280.v7.pht006427.v1.p1.CHM.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
716.0	716.0		12/19/2011	910.0		194.0	./data/phs000387.v1.pht002444.v1.p1.eMERGE_GeM_AAA_Subject_Phenotypes.var_report.xml	0.0	455.0	369.1	194.0			455.0		phs000387.v1.p1	Abdominal Aortic Aneurysms
			11/04/2014				./data/phs000086.v3.pht000360.v1.p1.EDIC_f1443.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			10/14/2015				./data/phs000879.v1.pht005035.v1.p1.Relapsed_CLL_Sample_Attributes.var_report.xml									phs000879.v1.p1	Leukemia, Lymphocytic, Chronic, B-Cell
321.0	321.0		2017/09/22	365.0		44.0	./data/phs001377.v1.pht006942.v1.p1.Cocaine_Nicotine_Addiction_Pedigree.var_report.xml	0.0	78.0	82.02	44.0			78.0		phs001377.v1.p1	Cocaine-Related Disorders
			2018/05/17				./data/phs001313.v1.pht007968.v1.p1.GSD_5607_Subject.var_report.xml									phs001313.v1.p1	Adrenal Hyperplasia, Congenital
			2019/07/26				./data/phs000588.v1.pht009280.v1.p1.VCRC_5502_Subject.var_report.xml									phs000588.v1.p1	Giant Cell Arteritis
			2020/06/18				./data/phs000280.v7.pht004225.v2.p1.UBMGBM01.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2021/07/29				./data/phs002437.v1.pht011431.v1.p1.M4OC_PREVENT_Subject_Phenotypes.var_report.xml									phs002437.v1.p1	Leukoplakia, Oral
7.0	7.0		2019/06/14	7.0		7.0	./data/phs001824.v1.pht009114.v1.p1.pDC_HNSCC_Subject_Phenotypes.var_report.xml	0.0	7.0					7.0		phs001824.v1.p1	Dendritic Cells
77.0	104.0		2018/09/26	181.0		77.0	./data/phs001130.v1.pht008418.v1.p1.NIDDM_Athero_Hispanic_Subject_Phenotypes.var_report.xml	0.0	90.5	19.09	104.0			90.5		phs001130.v1.p1	Diabetes Mellitus, Type 2
			2021/02/12				./data/phs001771.v1.pht008716.v1.p1.IGNITE_Sample.var_report.xml									phs001771.v1.p1	Diabetes Mellitus
			2020/03/19				./data/phs001990.v1.pht010018.v1.p1.Aneurysmal_SAH_Sample.var_report.xml									phs001990.v1.p1	Subarachnoid Hemorrhage
			2019/03/11				./data/phs001757.v1.pht008668.v1.p1.Odorant_Receptors_Sample.var_report.xml									phs001757.v1.p1	Smell
			04/29/2016				./data/phs000128.v3.pht000884.v2.p3.share_samp_Sample.var_report.xml									phs000128.v3.p3	Coronary Disease
			2017/10/13				./data/phs001212.v1.pht006563.v1.p1.Globin_Sickle_Cell_iPSC_Sample.var_report.xml									phs001212.v1.p1	Anemia, Sickle Cell
			2020/01/23				./data/phs000287.v7.pht001468.v1.p1.IMT_POLACK.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
			03/24/2015				./data/phs000872.v1.pht004573.v1.p1.Autism_Postmortem_Brain_Sample.var_report.xml									phs000872.v1.p1	Autistic Disorder
			2020/06/18				./data/phs000280.v7.pht006429.v1.p1.DCF.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
8.0	88.0		04/15/2014	78.0		8.0	./data/phs000719.v1.pht003737.v1.p1.PNTM_Subject_Phenotypes.var_report.xml	0.0	51.0	52.33	88.0			51.0		phs000719.v1.p1	Mycobacterium avium-intracellulare Infection
			03/20/2013				./data/phs000573.v1.pht003215.v1.p1.DiffuseLargeBCellLymphoma_SampleGEOMapping.var_report.xml									phs000573.v1.p1	Lymphoma, Large B-Cell, Diffuse
			06/09/2015				./data/phs000718.v1.pht003840.v1.p1.T21NDJ_Sample.var_report.xml									phs000718.v1.p1	Nondisjunction, Genetic
8.0	8.0		05/02/2011	8.0		8.0	./data/phs000311.v1.pht002129.v1.p1.FusionSeq_Subject_Phenotypes.var_report.xml	0.0	8.0					8.0		phs000311.v1.p1	Prostatic Neoplasms
			2019/11/27				./data/phs001703.v3.pht008451.v2.p1.DICE_Sample.var_report.xml									phs001703.v3.p1	
			08/12/2016				./data/phs000888.v1.pht005554.v1.p1.03aADHD_hx_other_conditions.var_report.xml									phs000888.v1.p1	
			2017/10/05				./data/phs001397.v1.pht006951.v1.p1.GUARDIAN_MACAD_Subject.var_report.xml									phs001397.v1.p1	Coronary Artery Disease
			06/12/2017				./data/phs000594.v1.pht006502.v1.p1.EfficacyForm.var_report.xml									phs000594.v1.p1	Leukemia, Large Granular Lymphocytic
45.0	45.0		03/17/2015	72.0		94.0	./data/phs000884.v1.pht004601.v1.p1.Gut_Microbiome_Controls_Subject_Phenotypes.var_report.xml	0.0	84.0	36.77	94.0			84.0		phs000884.v1.p1	Human Microbiome
			2020/12/09				./data/phs001857.v1.pht010768.v1.p1.MD_Ashkenazi_Sample_Attributes.var_report.xml									phs001857.v1.p1	Mammographic Breast Density
8.0	3.0		2021/04/09	3.0		8.0	./data/phs002292.v1.pht011105.v1.p1.Neocortical_Neurons_Subject.var_report.xml	0.0	3.0	2.828	12.0			3.0		phs002292.v1.p1	Neocortex
