,n,male,female,unknown,date,filename,dataset_id
7589,74109.0,250,310,73549.0,2020/09/18,./data/phs002015.v1.pht010368.v1.p1.AREDS2_CDC.var_report.xml,pht010368.v1
7590,6.0,4,2,0.0,2019/05/02,./data/phs001378.v1.pht006692.v1.p1.FL_Tumors_Sample_Attributes.var_report.xml,pht006692.v1
7591,580.0,353,40,187.0,2019/08/01,./data/phs001740.v1.pht008622.v1.p1.CCDG_SAGE_Sample.var_report.xml,pht008622.v1
7592,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000495.v2.p3.simphen096.var_report.xml,pht000495.v2
7597,4429.0,26,4402,1.0,2019/09/16,./data/phs001534.v1.pht008518.v1.p1.Pathways_Subject.var_report.xml,pht008518.v1
7598,8.0,4,4,0.0,2018/01/30,./data/phs000904.v1.pht004690.v1.p1.Familial_Adenomatous_Polyposis_Sample_Attributes.var_report.xml,pht004690.v1
7600,600.0,325,75,200.0,2020/03/26,./data/phs001929.v1.pht010015.v1.p1.Neurogenetics_OCD_Subject_Phenotypes.var_report.xml,pht010015.v1
7601,1441.0,493,945,3.0,01/13/2014,./data/phs000658.v1.pht003497.v1.p1.MDD2000AFFY_Sample.var_report.xml,pht003497.v1
7602,95416.0,1685,1053,92678.0,05/16/2017,./data/phs001252.v1.pht006371.v1.p1.biomarkf.var_report.xml,pht006371.v1
7604,993.0,894,99,0.0,02/18/2016,./data/phs001057.v1.pht005299.v1.p1.Smallpox_Vaccine_Immune_Response_Subject.var_report.xml,pht005299.v1
7608,87.0,56,8,23.0,03/15/2016,./data/phs000337.v1.pht005338.v1.p1.Developmental_Disabilities_Sample_Attributes.var_report.xml,pht005338.v1
7609,8.0,0,0,8.0,05/08/2017,./data/phs001343.v1.pht006346.v1.p1.hESCs_Subject.var_report.xml,pht006346.v1
7610,2939.0,2025,914,0.0,2021/08/24,./data/phs002185.v1.pht010968.v1.p1.Donor_Phenotype.var_report.xml,pht010968.v1
7612,2341.0,627,706,1008.0,05/02/2017,./data/phs001358.v1.pht006333.v1.p1.RareBliss_Subject.var_report.xml,pht006333.v1
7614,7377.0,3546,3831,0.0,03/03/2015,./data/phs000620.v1.pht003892.v1.p1.MCTFR_Substance_Abuse_Pedigree.var_report.xml,pht003892.v1
7617,895.0,363,532,0.0,08/29/2016,./data/phs000126.v2.pht000322.v2.p1.CIDR_PD_Control.var_report.xml,pht000322.v2
7621,57.0,57,0,0.0,2019/12/17,./data/phs001258.v2.pht006676.v2.p1.College_Athletes_Subject.var_report.xml,pht006676.v2
7623,1602.0,843,758,1.0,2021/08/19,./data/phs001662.v2.pht010066.v1.p1.LTRC_R040_subject_central_pathology.var_report.xml,pht010066.v1
7624,51.0,8,7,36.0,2021/03/10,./data/phs001485.v2.pht007186.v2.p1.Cell_ID_Sample.var_report.xml,pht007186.v2
7625,44.0,8,34,2.0,2017/12/04,./data/phs001385.v1.pht007166.v1.p1.Gallbladder_Cancer_Chileans_Sample_Attributes.var_report.xml,pht007166.v1
7628,97.0,77,0,20.0,2018/11/19,./data/phs000915.v2.pht004945.v2.p2.mCRPC_SU2C_Sample.var_report.xml,pht004945.v2
7629,2760.0,1258,1502,0.0,04/29/2016,./data/phs000128.v3.pht000363.v1.p3.offspring.var_report.xml,pht000363.v1
7631,10.0,4,6,0.0,08/20/2014,./data/phs000777.v1.pht003972.v1.p1.FSGS_CKD_Pedigree.var_report.xml,pht003972.v1
7633,1655.0,766,884,5.0,2021/08/27,./data/phs000966.v2.pht005304.v2.p2.Essential_Tremor_Subject.var_report.xml,pht005304.v2
7635,20.0,0,20,0.0,2020/04/03,./data/phs001916.v2.pht009721.v1.p1.PBMCs_Aging_Subject.var_report.xml,pht009721.v1
7637,4658.0,0,4658,0.0,05/09/2016,./data/phs001043.v1.pht005315.v1.p1.Adjuvant_Aromatase_Inhibitors_Breast_Cancer_Subject_Phenotypes.var_report.xml,pht005315.v1
7638,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000583.v2.p3.simphen184.var_report.xml,pht000583.v2
7639,174.0,47,127,0.0,2020/06/25,./data/phs001779.v1.pht010204.v1.p1.CIDR_NIA_Ehlers_Danlos_Subject.var_report.xml,pht010204.v1
7641,13403.0,6666,6737,0.0,2020/07/06,./data/phs001955.v1.pht009792.v1.p1.REDS_III_RBCOmics_Subject.var_report.xml,pht009792.v1
7642,6.0,3,3,0.0,05/26/2016,./data/phs001107.v1.pht005490.v1.p1.VHL_Renal_Tumors_Subject_Phenotypes.var_report.xml,pht005490.v1
7643,1602.0,843,758,1.0,2021/08/19,./data/phs001662.v2.pht010062.v1.p1.LTRC_R040_subject_parenchymalfindings.var_report.xml,pht010062.v1
7646,529.0,194,335,0.0,01/22/2014,./data/phs000670.v1.pht003556.v1.p1.PGRN_AMPS_Subject_Phenotypes.var_report.xml,pht003556.v1
7648,867.0,421,437,9.0,09/28/2016,./data/phs001095.v1.pht005619.v1.p1.T2D_GENES_Ashkenazi_Sample.var_report.xml,pht005619.v1
7649,5152.0,0,5152,0.0,12/17/2014,./data/phs000799.v1.pht004294.v1.p1.SBCGS_Breast_Cancer_Chinese_Sample.var_report.xml,pht004294.v1
7650,114.0,0,0,114.0,2019/12/12,./data/phs001930.v1.pht009671.v1.p1.Vit_E_NAFLD_Sample_Attributes.var_report.xml,pht009671.v1
7653,90.0,75,15,0.0,2021/07/15,./data/phs001547.v2.pht009990.v1.p1.TOPMed_CCDG_GENAF_Sample_Attributes.var_report.xml,pht009990.v1
7654,12.0,6,6,0.0,2021/02/08,./data/phs002335.v1.pht010942.v1.p1.CLL_Subject_Phenotypes.var_report.xml,pht010942.v1
7655,250.0,68,57,125.0,11/16/2015,./data/phs001026.v1.pht005120.v1.p1.CSER_BASIC3_Sample.var_report.xml,pht005120.v1
7657,34.0,9,20,5.0,2020/08/26,./data/phs000998.v2.pht005054.v2.p1.iPSC_Pulmonary_Hypertension_Subject.var_report.xml,pht005054.v2
7659,13.0,1,4,8.0,11/25/2016,./data/phs000907.v1.pht004698.v1.p1.Lung_Cancer_Brain_Metastasis_Sample_Attributes.var_report.xml,pht004698.v1
7663,33.0,0,33,0.0,05/09/2016,./data/phs001112.v1.pht005472.v1.p1.ChrX_Mosaicism_Methylation_Subject_Phenotypes.var_report.xml,pht005472.v1
7666,2847.0,729,788,1330.0,09/14/2015,./data/phs000982.v1.pht004981.v1.p1.PsA_Subject.var_report.xml,pht004981.v1
7668,20.0,10,10,0.0,2021/08/13,./data/phs002486.v1.pht011471.v1.p1.Nivolumab_TIL_NSCLC_Subject_Phenotypes.var_report.xml,pht011471.v1
7669,4.0,2,1,1.0,2019/09/18,./data/phs001737.v2.pht008561.v2.p1.EEC_Syndrome_Subject_Phenotypes.var_report.xml,pht008561.v2
7674,19.0,6,3,10.0,2021/08/05,./data/phs002499.v1.pht011447.v1.p1.CTCLs_JAK_STAT_Sample.var_report.xml,pht011447.v1
7676,25.0,1,24,0.0,2021/08/30,./data/phs002457.v1.pht011517.v1.p1.TNBC_BrM_Subject_Phenotypes.var_report.xml,pht011517.v1
7677,736.0,409,327,0.0,01/11/2016,./data/phs000279.v2.pht001437.v2.p1.ESP_Broad_EOMI_Subject_Phenotypes.var_report.xml,pht001437.v2
7679,142.0,1,2,139.0,12/01/2014,./data/phs000839.v1.pht004390.v1.p1.Bitter_Taste_Blockers_Subject.var_report.xml,pht004390.v1
7680,4.0,2,2,0.0,2017/11/09,./data/phs001400.v1.pht006822.v1.p1.Mega_Haplotypes_CRC_Subject.var_report.xml,pht006822.v1
7681,13988.0,6236,7752,0.0,2020/06/18,./data/phs000280.v7.pht004031.v2.p1.AMHA02.var_report.xml,pht004031.v2
7685,3.0,1,2,0.0,2019/06/24,./data/phs001848.v1.pht009205.v1.p1.PIK3CG_Sample.var_report.xml,pht009205.v1
7687,556.0,0,0,556.0,2019/06/28,./data/phs001851.v1.pht009223.v1.p1.LEAP_Sample.var_report.xml,pht009223.v1
7689,321.0,234,87,0.0,2018/05/15,./data/phs001484.v1.pht007739.v1.p1.ATV_Bilirubin_Subject_Phenotypes.var_report.xml,pht007739.v1
7694,1001.0,0,1001,0.0,04/04/2014,./data/phs000679.v1.pht003658.v1.p1.Anorexia_Nervosa_Sample_Attributes.var_report.xml,pht003658.v1
7695,4.0,0,0,4.0,08/19/2016,./data/phs001192.v1.pht005691.v1.p1.Thoracic_PDX_Sample.var_report.xml,pht005691.v1
7696,10.0,6,4,0.0,2018/10/02,./data/phs001696.v1.pht008431.v1.p1.EAC_Chinese_Subject_Phenotypes.var_report.xml,pht008431.v1
7698,974.0,0,0,974.0,2021/08/16,./data/phs001806.v1.pht011473.v1.p1.GMKF_Nonsyndromic_Craniosynostosis_Subject.var_report.xml,pht011473.v1
7699,45.0,0,29,16.0,2019/12/12,./data/phs001883.v1.pht009681.v1.p1.S0800_BC_Sample.var_report.xml,pht009681.v1
7700,621.0,377,244,0.0,2021/04/07,./data/phs002304.v1.pht010850.v1.p1.GEARS_Sample.var_report.xml,pht010850.v1
7701,466.0,0,466,0.0,03/23/2016,./data/phs000822.v1.pht005134.v1.p1.Breast_Cancer_Predisposing_Mutations_Subject_Phenotypes.var_report.xml,pht005134.v1
7704,37.0,19,18,0.0,2021/03/25,./data/phs002235.v1.pht011081.v1.p1.GMbC_Microbiome_Subject_Phenotypes.var_report.xml,pht011081.v1
7708,61.0,61,0,0.0,2019/03/25,./data/phs001752.v1.pht008873.v1.p1.NEPC_cfDNA_Subject.var_report.xml,pht008873.v1
7709,1529.0,716,813,0.0,2021/02/05,./data/phs002319.v1.pht010924.v1.p1.INVEST_Sample.var_report.xml,pht010924.v1
7711,206.0,23,28,155.0,2020/06/18,./data/phs001787.v1.pht009046.v1.p1.CRC_High_Risk_Families_Sample_Attributes.var_report.xml,pht009046.v1
7717,82.0,5,69,8.0,2019/05/13,./data/phs001811.v1.pht009063.v1.p1.Early_Lung_ADC_Sample_Attributes.var_report.xml,pht009063.v1
7718,5.0,4,1,0.0,2021/01/21,./data/phs002291.v1.pht010800.v1.p1.HSPCs_Aging_MBM_Subject.var_report.xml,pht010800.v1
7719,12.0,1,1,10.0,08/21/2015,./data/phs000626.v1.pht003431.v1.p1.CD4_Tcells_Healthy_Humans_Sample.var_report.xml,pht003431.v1
7720,294.0,203,91,0.0,2020/06/18,./data/phs000280.v7.pht004084.v2.p1.ESMB07.var_report.xml,pht004084.v2
7721,3.0,1,0,2.0,11/04/2015,./data/phs001016.v1.pht005079.v1.p1.Radial_Glial_Diversity_Subject.var_report.xml,pht005079.v1
7722,4229.0,40,4189,0.0,10/07/2011,./data/phs000368.v1.pht002292.v1.p1.NU_PCOS_Pedigree.var_report.xml,pht002292.v1
7724,1276.0,544,458,274.0,2020/05/26,./data/phs002020.v1.pht010226.v1.p1.ROP_Subject.var_report.xml,pht010226.v1
7726,11.0,2,2,7.0,2017/11/09,./data/phs001400.v1.pht006823.v1.p1.Mega_Haplotypes_CRC_Sample.var_report.xml,pht006823.v1
7729,4.0,2,1,1.0,2019/09/18,./data/phs001737.v2.pht008559.v2.p1.EEC_Syndrome_Subject.var_report.xml,pht008559.v2
7731,38.0,22,16,0.0,2021/05/27,./data/phs002433.v1.pht011258.v1.p1.NP_RNAseq_SARS_CoV2_Sample.var_report.xml,pht011258.v1
7734,10618.0,7278,3340,0.0,2018/09/17,./data/phs001154.v1.pht008376.v1.p1.CNV_Developmental_Disorders_Sample_Attributes.var_report.xml,pht008376.v1
7735,160.0,13,147,0.0,2018/10/02,./data/phs001702.v1.pht008427.v1.p1.Lupus_eQTL_Subject_Phenotypes.var_report.xml,pht008427.v1
7737,2270.0,3,2267,0.0,2020/06/18,./data/phs000280.v7.pht004209.v2.p1.UBMDBF02.var_report.xml,pht004209.v2
7738,425.0,93,85,247.0,2021/03/10,./data/phs001619.v3.pht008177.v3.p1.IRD_Subject_Phenotypes.var_report.xml,pht008177.v3
7739,5.0,4,1,0.0,2020/12/22,./data/phs001980.v1.pht010077.v1.p1.UTPDTC_PDX_Subject_Phenotypes.var_report.xml,pht010077.v1
7741,13490.0,6105,7385,0.0,2020/06/18,./data/phs000280.v7.pht004075.v2.p1.ECGMB22.var_report.xml,pht004075.v2
7743,44.0,0,0,44.0,2020/12/02,./data/phs002287.v1.pht010713.v1.p1.ER_Positive_BC_GEO.var_report.xml,pht010713.v1
7744,1908.0,935,894,79.0,2020/12/18,./data/phs002059.v1.pht010423.v1.p1.CIDR_CHD_Sample.var_report.xml,pht010423.v1
7746,1580.0,701,879,0.0,2018/06/14,./data/phs001238.v2.pht006656.v1.p1.GENOA_EuropeanAmerican_Phase1_Medications.var_report.xml,pht006656.v1
7747,34.0,17,17,0.0,10/22/2013,./data/phs000664.v1.pht003545.v1.p1.Genomic_Variations_Multi_Ethnic_Malaysia_Sample_Attributes.var_report.xml,pht003545.v1
7751,4.0,2,2,0.0,2019/04/09,./data/phs001805.v1.pht008956.v1.p1.Neoantigens_NSCLC_Subject_Phenotypes.var_report.xml,pht008956.v1
7753,403.0,5,3,395.0,2021/06/16,./data/phs001412.v3.pht006747.v1.p1.TOPMed_WGS_DHS_Sample_Attributes.var_report.xml,pht006747.v1
7755,72.0,19,17,36.0,2020/01/31,./data/phs001940.v2.pht009699.v2.p1.Immune_Checkpoint_NSCLC_Sample_Attributes.var_report.xml,pht009699.v2
7756,1.0,1,0,0.0,2021/01/28,./data/phs002089.v1.pht010494.v1.p1.dMMR_Tumors_Subject.var_report.xml,pht010494.v1
7757,70.0,70,0,0.0,06/12/2017,./data/phs001275.v1.pht006542.v1.p1.Cryptorchid_Testes_Subject_Phenotypes.var_report.xml,pht006542.v1
7759,580.0,353,40,187.0,2019/08/01,./data/phs001740.v1.pht008620.v1.p1.CCDG_SAGE_Subject.var_report.xml,pht008620.v1
7763,2210.0,1271,939,0.0,2021/07/19,./data/phs001601.v2.pht010666.v2.p2.PMBB_AF_Subject_Phenotypes.var_report.xml,pht010666.v2
7765,8.0,4,0,4.0,2018/06/30,./data/phs001643.v1.pht008192.v1.p1.Chordoma_Sample.var_report.xml,pht008192.v1
7767,4916.0,6,6,4904.0,2020/06/18,./data/phs000280.v7.pht006415.v1.p1.ABI_DERV.var_report.xml,pht006415.v1
7768,1.0,1,0,0.0,2021/01/28,./data/phs002089.v1.pht010496.v1.p1.dMMR_Tumors_Subject_Phenotypes.var_report.xml,pht010496.v1
7769,762.0,392,370,0.0,2020/07/17,./data/phs000481.v3.pht002661.v3.p2.Cholesterol_and_Pharmacogenetics_Subject_Phenotypes.var_report.xml,pht002661.v3
7770,812.0,0,812,0.0,2021/07/21,./data/phs002366.v1.pht011345.v1.p1.LC_Asian_Subject_Phenotypes.var_report.xml,pht011345.v1
7771,13883.0,5209,8293,381.0,03/22/2017,./data/phs000925.v1.pht005177.v1.p1.PAGE_IPM_BioMe_Biobank_Sample.var_report.xml,pht005177.v1
7772,34.0,14,20,0.0,2019/12/17,./data/phs001943.v1.pht009713.v1.p1.UM_Pedigree.var_report.xml,pht009713.v1
7773,2938.0,48,35,2855.0,2017/12/29,./data/phs001347.v2.pht006795.v2.p1.PRISM_Sample.var_report.xml,pht006795.v2
7775,19.0,0,19,0.0,08/25/2016,./data/phs001153.v1.pht005696.v1.p1.Endometrioid_Endometrial_Carcinoma_Subject_Phenotypes.var_report.xml,pht005696.v1
7777,3747.0,3747,0,0.0,2021/03/17,./data/phs002226.v1.pht011064.v1.p1.MACS_Sample.var_report.xml,pht011064.v1
7780,1288.0,731,557,0.0,2020/03/12,./data/phs000673.v4.pht003662.v4.p1.CSER_Subject_Phenotypes.var_report.xml,pht003662.v4
7781,3501.0,1442,2059,0.0,04/20/2016,./data/phs000914.v1.pht005253.v1.p1.Samoans_Adiposity_Subject_Phenotypes.var_report.xml,pht005253.v1
7785,30.0,5,5,20.0,2018/11/21,./data/phs001746.v1.pht008569.v1.p1.GTEx_WGBS_Sample_Attributes.var_report.xml,pht008569.v1
7788,157.0,23,16,118.0,2020/05/27,./data/phs002034.v1.pht010254.v1.p1.Glioma_Grade_Sample.var_report.xml,pht010254.v1
7791,29.0,0,0,29.0,03/16/2015,./data/phs000868.v1.pht004587.v1.p1.Pediatric_Neuroblastoma_Subject.var_report.xml,pht004587.v1
7796,708.0,328,380,0.0,10/16/2014,./data/phs000713.v1.pht004273.v1.p1.GDNF_Anxiety_Depression_Subject_Phenotypes.var_report.xml,pht004273.v1
7797,118.0,14,4,100.0,2020/06/15,./data/phs002008.v1.pht010200.v1.p1.Orofacial_Enhancers_Sample.var_report.xml,pht010200.v1
7798,9429.0,4380,4738,311.0,04/17/2017,./data/phs001157.v1.pht005804.v1.p1.WLS_Aging_Sample.var_report.xml,pht005804.v1
7799,34.0,16,18,0.0,11/16/2015,./data/phs000980.v1.pht005053.v1.p1.NSCLC_Pembrolizumab_Subject_Phenotypes.var_report.xml,pht005053.v1
7801,1117.0,726,391,0.0,2020/08/24,./data/phs001501.v1.pht007225.v1.p1.Race_Genetics_BetaBlocker_Subject.var_report.xml,pht007225.v1
7806,14432.0,6597,8,7827.0,2020/06/18,./data/phs000280.v7.pht004231.v2.p1.V1ECG.var_report.xml,pht004231.v2
7807,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000413.v2.p3.simphen014.var_report.xml,pht000413.v2
7808,94.0,0,24,70.0,2018/06/27,./data/phs001006.v1.pht006004.v1.p1.Lobular_Carcinomas_Sample_Attributes.var_report.xml,pht006004.v1
7809,828.0,437,391,0.0,2019/06/06,./data/phs001420.v1.pht009145.v1.p1.GMKF_OFC_Colombian_Sample.var_report.xml,pht009145.v1
7810,12.0,5,7,0.0,11/16/2015,./data/phs000896.v1.pht005125.v1.p1.LGG_Probiotics_Metagenome_Subject_Phenotypes.var_report.xml,pht005125.v1
7811,436.0,137,102,197.0,2021/03/23,./data/phs001122.v1.pht008641.v1.p1.Neonatal_Brain_Sample_Attributes.var_report.xml,pht008641.v1
7813,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000463.v2.p3.simphen064.var_report.xml,pht000463.v2
7814,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000428.v2.p3.simphen029.var_report.xml,pht000428.v2
7815,5.0,2,3,0.0,2019/03/21,./data/phs001235.v1.pht008446.v1.p1.MDA5_Deficiency_Pedigree.var_report.xml,pht008446.v1
7817,24.0,0,0,24.0,2019/06/07,./data/phs001340.v1.pht009157.v1.p1.RA_Sample_Attributes.var_report.xml,pht009157.v1
7818,494.0,68,285,141.0,2020/12/21,./data/phs000007.v32.pht009761.v1.p13.vr_wkthru_ex04_7_0917s.var_report.xml,pht009761.v1
7819,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000439.v2.p3.simphen040.var_report.xml,pht000439.v2
7820,1142.0,523,619,0.0,2018/02/27,./data/phs001364.v1.pht007467.v1.p1.HCP_Young_Adults_Sample_Attributes.var_report.xml,pht007467.v1
7823,58.0,4,39,15.0,2020/03/24,./data/phs001641.v1.pht010034.v1.p1.GeneticTestingResults.var_report.xml,pht010034.v1
7824,18.0,8,10,0.0,03/12/2013,./data/phs000343.v3.pht002212.v1.p1.GARNET_VISP_Pedigree.var_report.xml,pht002212.v1
7827,1385.0,698,687,0.0,2019/10/11,./data/phs000996.v2.pht005752.v1.p1.Neurodevelopmental_Metal_Toxicity_Subject_Phenotypes.var_report.xml,pht005752.v1
7828,12.0,4,8,0.0,2020/03/31,./data/phs001976.v2.pht009902.v1.p1.Melorheostosis_Subject_Phenotypes.var_report.xml,pht009902.v1
7829,1.0,0,1,0.0,01/05/2016,./data/phs001028.v1.pht005130.v1.p1.Circulating_Tumor_Cells_MBC_Subject_Phenotypes.var_report.xml,pht005130.v1
7830,3964.0,539,839,2586.0,02/27/2015,./data/phs000170.v2.pht000981.v1.p1.Marshfield_Pedigree.var_report.xml,pht000981.v1
7833,4808.0,568,750,3490.0,2020/02/04,./data/phs001721.v1.pht009720.v1.p1.IBDGC_Repo_IC_Sample_Attributes.var_report.xml,pht009720.v1
7837,106.0,40,66,0.0,2021/03/30,./data/phs002311.v1.pht010934.v1.p1.GATA2_Deficiency_Subject_Phenotypes.var_report.xml,pht010934.v1
7838,78423.0,31982,46441,0.0,2018/02/01,./data/phs000788.v2.pht004627.v2.p3.RPGEH_Sample.var_report.xml,pht004627.v2
7839,13530.0,6120,7410,0.0,2020/06/18,./data/phs000280.v7.pht004144.v2.p1.PHEB.var_report.xml,pht004144.v2
7840,22.0,10,6,6.0,03/24/2017,./data/phs001257.v2.pht005999.v1.p1.Anti_CTLA_4_Subject_Phenotypes.var_report.xml,pht005999.v1
7841,46.0,8,1,37.0,2017/10/04,./data/phs000782.v1.pht003991.v1.p1.MedImmune_RHCCS_Sample.var_report.xml,pht003991.v1
7843,7.0,7,0,0.0,2020/01/07,./data/phs001941.v1.pht009742.v1.p1.Otitis_Media_Subject.var_report.xml,pht009742.v1
7844,6.0,3,3,0.0,2019/10/07,./data/phs001854.v1.pht009251.v1.p1.BRAF_PA_Subject.var_report.xml,pht009251.v1
7845,33.0,0,0,33.0,2018/09/14,./data/phs001658.v1.pht008343.v1.p1.Adrenocortical_Carcinoma_Sample.var_report.xml,pht008343.v1
7846,17.0,1,5,11.0,2020/11/19,./data/phs002286.v1.pht010636.v1.p1.HPV16_E7_Sample_Attributes.var_report.xml,pht010636.v1
7847,74.0,0,0,74.0,07/27/2017,./data/phs000596.v1.pht006708.v1.p1.cfq_children_ages_12n13.var_report.xml,pht006708.v1
7849,173.0,72,101,0.0,02/25/2016,./data/phs001014.v1.pht005114.v1.p1.IRAS_Classic_Subject_Phenotypes.var_report.xml,pht005114.v1
7852,348.0,181,167,0.0,2021/04/06,./data/phs001163.v1.pht011095.v1.p1.Chernobyl_Radiation_Subject.var_report.xml,pht011095.v1
7854,39.0,28,11,0.0,2020/03/11,./data/phs001919.v1.pht009591.v1.p1.Melanoma_Anti_PD_1_Subject.var_report.xml,pht009591.v1
7855,1134.0,826,308,0.0,2021/05/20,./data/phs001032.v6.pht005098.v2.p2.TOPMed_WGS_VUH_AF_Subject.var_report.xml,pht005098.v2
7860,3033.0,1168,1786,79.0,10/21/2015,./data/phs000813.v1.pht004305.v1.p1.Nicotine_Dependence_Genomic_Regions_Sample_Attributes.var_report.xml,pht004305.v1
7861,3503.0,1442,2059,2.0,04/20/2016,./data/phs000914.v1.pht005251.v1.p1.Samoans_Adiposity_Subject.var_report.xml,pht005251.v1
7863,3327.0,624,510,2193.0,2019/05/21,./data/phs001090.v1.pht009053.v1.p1.CIDR_OFC_African_Sample.var_report.xml,pht009053.v1
7864,62.0,38,9,15.0,2019/03/22,./data/phs001597.v1.pht008125.v1.p1.Bevacizumab_Hypertension_Sample.var_report.xml,pht008125.v1
7865,7.0,4,3,0.0,2018/01/29,./data/phs001245.v1.pht005930.v1.p1.CD70_Pedigree.var_report.xml,pht005930.v1
7866,84.0,9,9,66.0,2020/10/29,./data/phs000450.v4.pht002525.v3.p1.DLBCL_Sample.var_report.xml,pht002525.v3
7867,95.0,9,49,37.0,2019/06/24,./data/phs001795.v1.pht008949.v1.p1.CM1_Subject.var_report.xml,pht008949.v1
7868,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000493.v2.p3.simphen094.var_report.xml,pht000493.v2
7869,12050.0,5031,7019,0.0,2021/08/08,./data/phs001644.v2.pht009944.v2.p2.TOPMed_CCDG_BioME_Subject.var_report.xml,pht009944.v2
7871,12.0,6,6,0.0,2020/06/18,./data/phs000280.v7.pht004040.v3.p1.ATRFIB41.var_report.xml,pht004040.v3
7872,1234.0,3,3,1228.0,2019/10/07,./data/phs001854.v1.pht009252.v1.p1.BRAF_PA_Sample.var_report.xml,pht009252.v1
7873,9467.0,1685,1053,6729.0,05/16/2017,./data/phs001252.v1.pht006388.v1.p1.mmrccd.var_report.xml,pht006388.v1
7878,1.0,1,0,0.0,2020/06/09,./data/phs002036.v1.pht010276.v1.p1.Chromoanasynthesis_JBS_Subject_Phenotypes.var_report.xml,pht010276.v1
7880,10.0,4,6,0.0,08/20/2014,./data/phs000777.v1.pht003971.v1.p1.FSGS_CKD_Subject.var_report.xml,pht003971.v1
7881,78.0,42,9,27.0,10/28/2013,./data/phs000598.v2.pht003324.v2.p2.EsophagealAdenocarcinoma_Subject_Phenotypes.var_report.xml,pht003324.v2
7883,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000552.v2.p3.simphen153.var_report.xml,pht000552.v2
7884,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000462.v2.p3.simphen063.var_report.xml,pht000462.v2
7889,274.0,55,50,169.0,11/04/2014,./data/phs000086.v3.pht000257.v1.p1.DCCT_ms5event.var_report.xml,pht000257.v1
7890,134.0,70,64,0.0,2020/09/28,./data/phs002254.v1.pht010541.v1.p1.CF_Nasal_Epithelium_Subject_Phenotypes.var_report.xml,pht010541.v1
7892,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000568.v2.p3.simphen169.var_report.xml,pht000568.v2
7893,56.0,9,7,40.0,2021/07/16,./data/phs001604.v2.pht009986.v1.p1.TOPMed_WGS_ChildrensHS_MetaAir_Sample_Attributes.var_report.xml,pht009986.v1
7902,4.0,2,0,2.0,2019/08/09,./data/phs001847.v1.pht009382.v1.p1.AML_Sample_Attributes.var_report.xml,pht009382.v1
7903,56.0,0,56,0.0,04/18/2012,./data/phs000369.v1.pht002587.v1.p1.Breast_Carcinoma_Subtypes_Subject_Phenotypes.var_report.xml,pht002587.v1
7905,688.0,252,83,353.0,2021/05/24,./data/phs000922.v2.pht004927.v2.p1.CLL8_Cohort_Sample_Attributes.var_report.xml,pht004927.v2
7911,4994.0,941,818,3235.0,2021/02/17,./data/phs001287.v9.pht006104.v9.p5.CPTAC_3_Subject.var_report.xml,pht006104.v9
7914,0.0,0,0,0.0,07/05/2017,./data/phs000595.v1.pht006637.v1.p1.medical_history.var_report.xml,pht006637.v1
7915,45.0,9,6,30.0,2017/09/25,./data/phs001348.v2.pht006232.v2.p1.Gene_Discovery_WGMS_Subject.var_report.xml,pht006232.v2
7916,6984.0,629,649,5706.0,07/21/2016,./data/phs000840.v1.pht005644.v1.p1.GoT2D_Sample_Attributes.var_report.xml,pht005644.v1
7917,10.0,2,2,6.0,2019/04/09,./data/phs001805.v1.pht008955.v1.p1.Neoantigens_NSCLC_Sample.var_report.xml,pht008955.v1
7919,173.0,72,101,0.0,02/25/2016,./data/phs001014.v1.pht005112.v1.p1.IRAS_Classic_Subject.var_report.xml,pht005112.v1
7920,310.0,32,267,11.0,2019/07/03,./data/phs001850.v1.pht009238.v1.p1.Subtype_SLE_Sample_Attributes.var_report.xml,pht009238.v1
7921,7127.0,34,6855,238.0,10/18/2016,./data/phs000669.v1.pht003731.v1.p1.AMBER_Sample.var_report.xml,pht003731.v1
7923,24.0,0,0,24.0,2019/12/06,./data/phs001861.v1.pht009325.v1.p1.sc_UM_Sample_Attributes.var_report.xml,pht009325.v1
7924,1.0,1,0,0.0,2018/07/23,./data/phs001627.v1.pht008187.v1.p1.AML_scDNA_Subject.var_report.xml,pht008187.v1
7926,737.0,90,84,563.0,10/11/2012,./data/phs000254.v2.pht002226.v2.p1.ESP_LungGO_CF_FEV_Data.var_report.xml,pht002226.v2
7927,297.0,16,11,270.0,2018/06/13,./data/phs001521.v1.pht007723.v1.p1.Microbiota_S_Typhi_Sample_Attributes.var_report.xml,pht007723.v1
7928,181.0,104,77,0.0,2021/06/11,./data/phs002208.v1.pht010498.v1.p1.BAL_HCT_Subject.var_report.xml,pht010498.v1
